               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,,
 DSO 1     2221,1.254,2.381,3.77,8.89E-02,          ,          ,          ,          ,22210000,
 DSO 2     2216,          ,          ,          ,          ,3.10E-01,5.08E-01,3.29E-01,1.71E-02,22216742,
 DSO 1     2222,1.444,1.984,2.579,6.31E-02,          ,          ,          ,          ,22220000,
 DSO 2     2217,          ,          ,          ,          ,3.69E-01,2.50E-01,4.29E-01,8.33E-03,22226742,
 DSO 1     2223,1.333,-2.183,4.167,5.32E-02,          ,          ,          ,          ,22230000,
 DSO 2     2218,          ,          ,          ,          ,2.70E-01,3.18E-02,6.87E-01,1.91E-02,22236742,
 DSO 1     2224,1.365,-9.92E-01,3.373,4.52E-02,          ,          ,          ,          ,22240000,
 DSO 2     2219,          ,          ,          ,          ,3.10E-01,7.14E-02,5.08E-01,1.91E-02,22246742,
 DSO 1     2225,1.302,0,3.571,7.50E-02,          ,          ,          ,          ,22250000,
 DSO 2     2220,          ,          ,          ,          ,5.16E-02,3.89E-01,1.31E-01,1.31E-02,22256742,
 DSO 1     2226,1.222,7.94E-01,2.976,5.52E-02,          ,          ,          ,          ,22260000,
 DSO 2     2221,          ,          ,          ,          ,1.11E-01,1.71E-01,1.31E-01,1.39E-02,22266742,
 DSO 1     2227,1.492,-1.587,-5.95E-01,1.01E-01,          ,          ,          ,          ,22270000,
 DSO 2     2222,          ,          ,          ,          ,1.91E-01,9.13E-02,2.30E-01,5.56E-03,22276742,
 DSO 1     2228,1.397,-3.175,2.183,4.72E-02,          ,          ,          ,          ,22280000,
 DSO 2     2223,          ,          ,          ,          ,3.69E-01,1.51E-01,1.11E-01,1.43E-02,22286742,
 DSO 1     2229,1.302,3.571,2.381,1.09E-01,          ,          ,          ,          ,22290000,
 DSO 2     2224,          ,          ,          ,          ,2.50E-01,2.50E-01,4.88E-01,8.33E-03,22296742,
 DSO 1     2230,1.508,1.98E-01,3.175,7.30E-02,          ,          ,          ,          ,22300000,
 DSO 2     2225,          ,          ,          ,          ,5.48E-01,4.09E-01,2.90E-01,1.47E-02,22306742,
 DSO 1     2231,1.429,-2.579,1.984,3.14E-02,          ,          ,          ,          ,22310000,
 DSO 2     2226,          ,          ,          ,          ,3.49E-01,-7.94E-03,2.50E-01,1.63E-02,22316742,
 DSO 1     2232,1.365,-3.571,1.389,2.94E-02,          ,          ,          ,          ,22320000,
 DSO 2     2227,          ,          ,          ,          ,4.48E-01,2.30E-01,2.10E-01,1.67E-02,22326742,
 DSO 1     2233,1.381,-7.94E-01,-7.94E-01,5.32E-02,          ,          ,          ,          ,22330000,
 DSO 2     2228,          ,          ,          ,          ,2.70E-01,3.29E-01,6.67E-01,1.51E-02,22336742,
 DSO 1     2234,1.587,0,4.96,4.52E-02,          ,          ,          ,          ,22340000,
 DSO 2     2229,          ,          ,          ,          ,1.71E-01,9.13E-02,2.90E-01,8.73E-03,22346742,
 DSO 1     2235,1.254,0,1.984,8.69E-02,          ,          ,          ,          ,22350000,
 DSO 2     2230,          ,          ,          ,          ,4.29E-01,2.10E-01,2.50E-01,1.31E-02,22356742,
 DSO 1     2236,1.73,7.94E-01,0,3.93E-02,          ,          ,          ,          ,22360000,
 DSO 2     2231,          ,          ,          ,          ,4.88E-01,3.69E-01,2.10E-01,1.55E-02,22366742,
 DSO 1     2237,1.683,9.92E-01,4.96,6.11E-02,          ,          ,          ,          ,22370000,
 DSO 2     2232,          ,          ,          ,          ,4.88E-01,4.88E-01,4.68E-01,1.35E-02,22376742,
 DSO 1     2238,1.476,5.95E-01,3.77,6.91E-02,          ,          ,          ,          ,22380000,
 DSO 2     2233,          ,          ,          ,          ,4.68E-01,9.13E-02,4.88E-01,9.13E-03,22386742,
 DSO 1     2239,1.54,9.92E-01,2.778,7.10E-02,          ,          ,          ,          ,22390000,
 DSO 2     2234,          ,          ,          ,          ,6.27E-01,7.14E-02,2.30E-01,1.03E-02,22396742,
 DSO 1     2240,1.508,-2.778,4.762,1.55E-02,          ,          ,          ,          ,22400000,
 DSO 2     2235,          ,          ,          ,          ,3.18E-02,1.91E-01,3.69E-01,2.22E-02,22406742,
 DSO 1     2241,1.381,-1.587,5.159,1.35E-02,          ,          ,          ,          ,22410000,
 DSO 2     2236,          ,          ,          ,          ,2.50E-01,1.11E-01,3.29E-01,2.38E-02,22416742,
 DSO 1     2242,1.556,-1.19,3.373,5.52E-02,          ,          ,          ,          ,22420000,
 DSO 2     2237,          ,          ,          ,          ,5.08E-01,7.14E-02,3.29E-01,7.54E-03,22426742,
 DSO 1     2243,1.54,-7.94E-01,3.571,9.52E-03,          ,          ,          ,          ,22430000,
 DSO 2     2238,          ,          ,          ,          ,4.88E-01,1.91E-01,4.48E-01,1.15E-02,22436742,
 DSO 1     2244,1.587,7.94E-01,2.381,6.91E-02,          ,          ,          ,          ,22440000,
 DSO 2     2239,          ,          ,          ,          ,2.10E-01,3.49E-01,-7.94E-03,1.47E-02,22446742,
 DSO 1     2245,1.413,1.389,4.563,7.90E-02,          ,          ,          ,          ,22450000,
 DSO 2     2240,          ,          ,          ,          ,1.11E-01,-4.76E-02,2.70E-01,1.55E-02,22456742,
 DSO 1     2246,1.825,2.778,5.952,8.29E-02,          ,          ,          ,          ,22460000,
 DSO 2     2241,          ,          ,          ,          ,1.91E-01,-1.47E-01,4.29E-01,1.59E-02,22466742,
 DSO 1     2247,1.556,1.587,3.373,5.71E-02,          ,          ,          ,          ,22470000,
 DSO 2     2242,          ,          ,          ,          ,-1.27E-01,3.69E-01,3.10E-01,1.63E-02,22476742,
 DSO 1     2248,1.556,-3.373,2.976,3.33E-02,          ,          ,          ,          ,22480000,
 DSO 2     2243,          ,          ,          ,          ,5.87E-01,3.49E-01,2.70E-01,2.14E-02,22486742,
 DSO 1     2249,1.651,-3.97E-01,1.786,2.14E-02,          ,          ,          ,          ,22490000,
 DSO 2     2244,          ,          ,          ,          ,1.51E-01,3.18E-02,5.08E-01,1.39E-02,22496742,
 DSO 1     2250,1.492,-1.98E-01,2.976,4.13E-02,          ,          ,          ,          ,22500000,
 DSO 2     2245,          ,          ,          ,          ,1.51E-01,4.09E-01,3.49E-01,1.11E-02,22506742,
 DSO 1     2251,1.683,1.19,1.587,4.52E-02,          ,          ,          ,          ,22510000,
 DSO 2     2246,          ,          ,          ,          ,7.14E-02,-8.73E-02,3.18E-02,8.33E-03,22516742,
 DSO 1     2252,1.508,-1.389,2.778,4.13E-02,          ,          ,          ,          ,22520000,
 DSO 2     2247,          ,          ,          ,          ,4.29E-01,4.88E-01,3.69E-01,1.47E-02,22526742,
 DSO 1     2253,1.873,-1.389,4.762,8.49E-02,          ,          ,          ,          ,22530000,
 DSO 2     2248,          ,          ,          ,          ,1.51E-01,1.19E-02,4.88E-01,1.23E-02,22536742,
 DSO 1     2254,1.683,3.97E-01,2.183,6.31E-02,          ,          ,          ,          ,22540000,
 DSO 2     2249,          ,          ,          ,          ,3.49E-01,1.71E-01,8.06E-01,1.31E-02,22546742,
 DSO 1     2255,1.667,2.381,3.968,8.29E-02,          ,          ,          ,          ,22550000,
 DSO 2     2250,          ,          ,          ,          ,-7.94E-03,5.16E-02,2.10E-01,1.71E-02,22556742,
 DSO 1     2256,1.476,1.98E-01,2.976,3.73E-02,          ,          ,          ,          ,22560000,
 DSO 2     2251,          ,          ,          ,          ,4.48E-01,1.71E-01,7.46E-01,2.02E-02,22566742,
 DSO 1     2257,1.508,-1.19,3.373,5.12E-02,          ,          ,          ,          ,22570000,
 DSO 2     2252,          ,          ,          ,          ,6.87E-01,3.89E-01,2.50E-01,1.43E-02,22576742,
 DSO 1     2258,1.508,9.92E-01,4.762,5.32E-02,          ,          ,          ,          ,22580000,
 DSO 2     2253,          ,          ,          ,          ,2.10E-01,9.13E-02,1.71E-01,9.13E-03,22586742,
 DSO 1     2259,1.508,-2.579,1.984,1.94E-02,          ,          ,          ,          ,22590000,
 DSO 2     2254,          ,          ,          ,          ,1.11E-01,3.10E-01,-2.78E-02,3.97E-03,22596742,
 DSO 1     2260,1.73,-2.976,4.96,7.10E-02,          ,          ,          ,          ,22600000,
 DSO 2     2255,          ,          ,          ,          ,2.70E-01,-1.27E-01,9.13E-02,7.94E-03,22606742,
 DSO 1     2261,1.619,3.571,2.183,7.90E-02,          ,          ,          ,          ,22610000,
 DSO 2     2256,          ,          ,          ,          ,3.10E-01,1.11E-01,5.08E-01,1.31E-02,22616742,
 DSO 1     2262,1.921,1.98E-01,4.167,1.01E-01,          ,          ,          ,          ,22620000,
 DSO 2     2257,          ,          ,          ,          ,3.89E-01,4.09E-01,5.08E-01,3.57E-03,22626742,
 DSO 1     2263,1.778,7.94E-01,1.786,4.52E-02,          ,          ,          ,          ,22630000,
 DSO 2     2258,          ,          ,          ,          ,2.70E-01,1.31E-01,3.89E-01,1.55E-02,22636742,
 DSO 1     2264,1.746,5.95E-01,2.183,5.91E-02,          ,          ,          ,          ,22640000,
 DSO 2     2259,          ,          ,          ,          ,7.14E-02,2.10E-01,3.49E-01,2.30E-02,22646742,
 DSO 1     2265,1.508,5.95E-01,5.159,3.33E-02,          ,          ,          ,          ,22650000,
 DSO 2     2260,          ,          ,          ,          ,2.70E-01,2.10E-01,4.29E-01,1.59E-02,22656742,
 DSO 1     2266,1.667,-7.94E-01,2.381,6.51E-02,          ,          ,          ,          ,22660000,
 DSO 2     2261,          ,          ,          ,          ,1.71E-01,-1.07E-01,5.87E-01,1.75E-02,22666742,
 DSO 1     2267,1.73,-3.97E-01,5.95E-01,5.32E-02,          ,          ,          ,          ,22670000,
 DSO 2     2262,          ,          ,          ,          ,7.14E-02,3.89E-01,2.30E-01,1.07E-02,22676742,
 DSO 1     2268,1.857,2.778,1.389,5.91E-02,          ,          ,          ,          ,22680000,
 DSO 2     2263,          ,          ,          ,          ,1.91E-01,2.10E-01,2.50E-01,7.94E-03,22686742,
 DSO 1     2269,1.968,2.381,9.92E-01,5.32E-02,          ,          ,          ,          ,22690000,
 DSO 2     2264,          ,          ,          ,          ,1.51E-01,2.90E-01,3.10E-01,1.19E-02,22696742,
 DSO 1     2270,1.921,3.571,5.95E-01,6.51E-02,          ,          ,          ,          ,22700000,
 DSO 2     2265,          ,          ,          ,          ,6.07E-01,1.91E-01,4.29E-01,5.95E-03,22706742,
 DSO 1     2271,1.841,3.175,2.778,5.71E-02,          ,          ,          ,          ,22710000,
 DSO 2     2266,          ,          ,          ,          ,3.10E-01,1.11E-01,2.90E-01,1.27E-02,22716742,
 DSO 1     2272,1.952,-1.587,1.98E-01,4.13E-02,          ,          ,          ,          ,22720000,
 DSO 2     2267,          ,          ,          ,          ,3.69E-01,2.30E-01,6.07E-01,7.54E-03,22726742,
 DSO 1     2273,1.81,-3.97E-01,3.968,5.71E-02,          ,          ,          ,          ,22730000,
 DSO 2     2268,          ,          ,          ,          ,4.29E-01,2.30E-01,3.29E-01,1.31E-02,22736742,
 DSO 1     2274,1.841,-7.94E-01,2.778,5.52E-02,          ,          ,          ,          ,22740000,
 DSO 2     2269,          ,          ,          ,          ,3.29E-01,3.49E-01,4.88E-01,1.27E-02,22746742,
 DSO 1     2275,1.619,1.19,2.579,4.13E-02,          ,          ,          ,          ,22750000,
 DSO 2     2270,          ,          ,          ,          ,2.90E-01,1.31E-01,-2.26E-01,9.52E-03,22756742,
 DSO 1     2276,1.841,-2.183,4.167,3.14E-02,          ,          ,          ,          ,22760000,
 DSO 2     2271,          ,          ,          ,          ,1.51E-01,4.09E-01,-1.87E-01,1.35E-02,22766742,
 DSO 1     2277,1.81,1.98E-01,4.365,5.12E-02,          ,          ,          ,          ,22770000,
 DSO 2     2272,          ,          ,          ,          ,9.13E-02,3.49E-01,5.28E-01,1.11E-02,22776742,
 DSO 1     2278,2.143,9.92E-01,3.77,6.11E-02,          ,          ,          ,          ,22780000,
 DSO 2     2273,          ,          ,          ,          ,4.29E-01,3.18E-02,3.69E-01,5.16E-03,22786742,
 DSO 1     2279,1.968,-9.92E-01,3.175,7.70E-02,          ,          ,          ,          ,22790000,
 DSO 2     2274,          ,          ,          ,          ,1.31E-01,3.18E-02,3.29E-01,1.35E-02,22796742,
 DSO 1     2280,1.73,1.389,4.365,6.91E-02,          ,          ,          ,          ,22800000,
 DSO 2     2275,          ,          ,          ,          ,3.49E-01,3.18E-02,4.29E-01,1.71E-02,22806742,
 DSO 1     2281,1.619,-2.976,6.151,5.91E-02,          ,          ,          ,          ,22810000,
 DSO 2     2276,          ,          ,          ,          ,2.70E-01,3.69E-01,7.26E-01,1.27E-02,22816742,
 DSO 1     2282,1.603,-2.579,1.786,5.71E-02,          ,          ,          ,          ,22820000,
 DSO 2     2277,          ,          ,          ,          ,1.91E-01,1.11E-01,6.47E-01,2.14E-02,22826742,
 DSO 1     2283,1.905,-1.984,-7.94E-01,6.31E-02,          ,          ,          ,          ,22830000,
 DSO 2     2278,          ,          ,          ,          ,1.31E-01,1.71E-01,2.30E-01,1.07E-02,22836742,
 DSO 1     2284,1.81,0,4.167,4.72E-02,          ,          ,          ,          ,22840000,
 DSO 2     2279,          ,          ,          ,          ,3.89E-01,1.71E-01,1.19E-02,1.03E-02,22846742,
 DSO 1     2285,2.048,3.571,6.151,5.71E-02,          ,          ,          ,          ,22850000,
 DSO 2     2280,          ,          ,          ,          ,1.31E-01,2.70E-01,3.69E-01,1.07E-02,22856742,
 DSO 1     2286,2.016,-5.95E-01,3.373,9.09E-02,          ,          ,          ,          ,22860000,
 DSO 2     2281,          ,          ,          ,          ,2.10E-01,4.48E-01,2.70E-01,793.7u   ,22866742,
 DSO 1     2287,2.127,2.381,4.563,8.29E-02,          ,          ,          ,          ,22870000,
 DSO 2     2282,          ,          ,          ,          ,3.29E-01,2.70E-01,4.29E-01,1.75E-02,22876742,
 DSO 1     2288,2,2.183,7.94E-01,6.71E-02,          ,          ,          ,          ,22880000,
 DSO 2     2283,          ,          ,          ,          ,2.10E-01,1.91E-01,1.51E-01,1.63E-02,22886742,
 DSO 1     2289,1.73,0,4.167,5.52E-02,          ,          ,          ,          ,22890000,
 DSO 2     2284,          ,          ,          ,          ,4.29E-01,3.18E-02,4.29E-01,2.14E-02,22896742,
 DSO 1     2290,2.016,-3.97E-01,7.94E-01,5.32E-02,          ,          ,          ,          ,22900000,
 DSO 2     2285,          ,          ,          ,          ,1.91E-01,2.70E-01,6.27E-01,1.59E-02,22906742,
 DSO 1     2291,2.127,9.92E-01,2.976,5.12E-02,          ,          ,          ,          ,22910000,
 DSO 2     2286,          ,          ,          ,          ,5.68E-01,2.10E-01,3.10E-01,1.35E-02,22916742,
 DSO 1     2292,2.095,1.587,1.98E-01,4.52E-02,          ,          ,          ,          ,22920000,
 DSO 2     2287,          ,          ,          ,          ,3.10E-01,3.10E-01,1.71E-01,7.94E-03,22926742,
 DSO 1     2293,2.159,-7.94E-01,4.563,8.10E-02,          ,          ,          ,          ,22930000,
 DSO 2     2288,          ,          ,          ,          ,5.16E-02,1.11E-01,3.69E-01,1.23E-02,22936742,
 DSO 1     2294,2.206,0,2.183,7.30E-02,          ,          ,          ,          ,22940000,
 DSO 2     2289,          ,          ,          ,          ,1.91E-01,2.10E-01,7.14E-02,5.56E-03,22946742,
 DSO 1     2295,2.016,3.97E-01,9.92E-01,8.89E-02,          ,          ,          ,          ,22950000,
 DSO 2     2290,          ,          ,          ,          ,3.69E-01,1.71E-01,9.13E-02,9.13E-03,22956742,
 DSO 1     2296,2.143,3.97E-01,0,8.49E-02,          ,          ,          ,          ,22960000,
 DSO 2     2291,          ,          ,          ,          ,3.49E-01,7.14E-02,4.68E-01,2.14E-02,22966742,
 DSO 1     2297,1.714,-2.579,1.389,5.71E-02,          ,          ,          ,          ,22970000,
 DSO 2     2292,          ,          ,          ,          ,4.09E-01,3.49E-01,2.30E-01,1.71E-02,22976742,
 DSO 1     2298,2.048,-9.92E-01,3.373,5.91E-02,          ,          ,          ,          ,22980000,
 DSO 2     2293,          ,          ,          ,          ,3.49E-01,2.70E-01,4.88E-01,2.06E-02,22986742,
 DSO 1     2299,2.063,1.19,1.984,5.91E-02,          ,          ,          ,          ,22990000,
 DSO 2     2294,          ,          ,          ,          ,3.89E-01,2.30E-01,3.29E-01,1.63E-02,22996742,
 DSO 1     2300,2.048,0,2.976,4.92E-02,          ,          ,          ,          ,23000000,
 DSO 2     2295,          ,          ,          ,          ,4.48E-01,-4.76E-02,1.91E-01,1.03E-02,23006742,
 DSO 1     2301,2.048,0,3.571,9.29E-02,          ,          ,          ,          ,23010000,
 DSO 2     2296,          ,          ,          ,          ,2.70E-01,-6.75E-02,2.70E-01,8.73E-03,23016742,
 DSO 1     2302,2.27,-1.587,1.98E-01,1.01E-01,          ,          ,          ,          ,23020000,
 DSO 2     2297,          ,          ,          ,          ,2.50E-01,7.14E-02,3.89E-01,7.94E-03,23026742,
 DSO 1     2303,2.27,3.97E-01,3.77,7.90E-02,          ,          ,          ,          ,23030000,
 DSO 2     2298,          ,          ,          ,          ,4.09E-01,5.16E-02,1.31E-01,1.15E-02,23036742,
 DSO 1     2304,1.952,1.984,1.389,7.10E-02,          ,          ,          ,          ,23040000,
 DSO 2     2299,          ,          ,          ,          ,3.49E-01,1.91E-01,3.29E-01,1.91E-02,23046742,
 DSO 1     2305,2.063,1.587,2.381,4.33E-02,          ,          ,          ,          ,23050000,
 DSO 2     2300,          ,          ,          ,          ,2.50E-01,2.50E-01,7.46E-01,1.63E-02,23056742,
 DSO 1     2306,2.175,-2.381,1.587,7.30E-02,          ,          ,          ,          ,23060000,
