               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,,
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,,
 DSO 1     1786,1.667,3.77,2.183,4.88E-02,          ,          ,          ,          ,17860000,
 DSO 2     1781,          ,          ,          ,          ,2.30E-01,2.50E-01,5.08E-01,7.54E-03,17868088,
 DSO 1     1787,1.651,-1.587,3.968,5.00E-02,          ,          ,          ,          ,17870000,
 DSO 2     1782,          ,          ,          ,          ,5.48E-01,4.29E-01,3.29E-01,1.55E-02,17878088,
 DSO 1     1788,1.603,-2.778,9.92E-01,3.81E-02,          ,          ,          ,          ,17880000,
 DSO 2     1783,          ,          ,          ,          ,3.10E-01,3.18E-02,2.30E-01,1.91E-02,17888088,
 DSO 1     1789,1.778,-2.381,-2.381,3.21E-02,          ,          ,          ,          ,17890000,
 DSO 2     1784,          ,          ,          ,          ,4.88E-01,1.91E-01,2.10E-01,1.47E-02,17898088,
 DSO 1     1790,1.635,3.97E-01,-3.97E-01,3.93E-02,          ,          ,          ,          ,17900000,
 DSO 2     1785,          ,          ,          ,          ,2.90E-01,3.10E-01,6.47E-01,1.63E-02,17908088,
 DSO 1     1791,1.825,1.19,1.389,2.14E-02,          ,          ,          ,          ,17910000,
 DSO 2     1786,          ,          ,          ,          ,1.91E-01,1.11E-01,3.10E-01,8.73E-03,17918088,
 DSO 1     1792,1.667,2.183,-2.976,3.21E-02,          ,          ,          ,          ,17920000,
 DSO 2     1787,          ,          ,          ,          ,4.09E-01,1.91E-01,2.30E-01,1.39E-02,17928088,
 DSO 1     1793,1.698,-3.373,4.563,2.74E-02,          ,          ,          ,          ,17930000,
 DSO 2     1788,          ,          ,          ,          ,4.68E-01,3.69E-01,2.30E-01,1.51E-02,17938088,
 DSO 1     1794,1.619,-1.389,-7.94E-01,2.38E-02,          ,          ,          ,          ,17940000,
 DSO 2     1789,          ,          ,          ,          ,5.08E-01,4.48E-01,4.48E-01,1.19E-02,17948088,
 DSO 1     1795,1.762,-2.976,2.976,1.79E-02,          ,          ,          ,          ,17950000,
 DSO 2     1790,          ,          ,          ,          ,4.88E-01,1.11E-01,4.88E-01,9.13E-03,17958088,
 DSO 1     1796,1.81,-2.778,9.92E-01,9.52E-03,          ,          ,          ,          ,17960000,
 DSO 2     1791,          ,          ,          ,          ,6.67E-01,3.18E-02,2.50E-01,1.07E-02,17968088,
 DSO 1     1797,1.778,-3.97E-01,1.98E-01,3.57E-02,          ,          ,          ,          ,17970000,
 DSO 2     1792,          ,          ,          ,          ,3.18E-02,1.91E-01,3.89E-01,2.30E-02,17978088,
 DSO 1     1798,1.873,-2.778,9.92E-01,1.91E-02,          ,          ,          ,          ,17980000,
 DSO 2     1793,          ,          ,          ,          ,2.70E-01,9.13E-02,3.29E-01,2.30E-02,17988088,
 DSO 1     1799,1.937,-9.92E-01,7.94E-01,3.57E-02,          ,          ,          ,          ,17990000,
 DSO 2     1794,          ,          ,          ,          ,4.68E-01,7.14E-02,3.49E-01,7.54E-03,17998088,
 DSO 1     1800,2.159,5.95E-01,-1.984,3.21E-02,          ,          ,          ,          ,18000000,
 DSO 2     1795,          ,          ,          ,          ,4.68E-01,1.91E-01,4.88E-01,1.19E-02,18008088,
 DSO 1     1801,1.46,-5.159,3.77,3.33E-02,          ,          ,          ,          ,18010000,
 DSO 2     1796,          ,          ,          ,          ,2.50E-01,3.69E-01,-2.78E-02,1.47E-02,18018088,
 DSO 1     1802,1.571,9.92E-01,1.389,3.10E-02,          ,          ,          ,          ,18020000,
 DSO 2     1797,          ,          ,          ,          ,9.13E-02,-6.75E-02,2.50E-01,1.55E-02,18028088,
 DSO 1     1803,1.587,2.183,4.563,3.33E-02,          ,          ,          ,          ,18030000,
 DSO 2     1798,          ,          ,          ,          ,2.30E-01,-1.27E-01,4.29E-01,1.39E-02,18038088,
 DSO 1     1804,1.825,-4.563,3.571,1.79E-02,          ,          ,          ,          ,18040000,
 DSO 2     1799,          ,          ,          ,          ,-1.27E-01,3.49E-01,2.90E-01,1.63E-02,18048088,
 DSO 1     1805,1.651,-2.183,-7.94E-01,3.45E-02,          ,          ,          ,          ,18050000,
 DSO 2     1800,          ,          ,          ,          ,5.68E-01,3.49E-01,2.50E-01,2.14E-02,18058088,
 DSO 1     1806,1.825,2.976,-3.175,4.17E-02,          ,          ,          ,          ,18060000,
 DSO 2     1801,          ,          ,          ,          ,1.51E-01,1.19E-02,5.08E-01,1.43E-02,18068088,
 DSO 1     1807,1.857,-1.587,-7.94E-01,5.36E-02,          ,          ,          ,          ,18070000,
 DSO 2     1802,          ,          ,          ,          ,1.31E-01,4.09E-01,3.49E-01,1.27E-02,18078088,
 DSO 1     1808,1.778,1.98E-01,1.19,3.81E-02,          ,          ,          ,          ,18080000,
 DSO 2     1803,          ,          ,          ,          ,5.16E-02,-8.73E-02,-7.94E-03,7.94E-03,18088088,
 DSO 1     1809,1.651,-2.976,1.389,2.98E-02,          ,          ,          ,          ,18090000,
 DSO 2     1804,          ,          ,          ,          ,4.29E-01,4.48E-01,3.69E-01,1.43E-02,18098088,
 DSO 1     1810,1.841,-3.373,1.786,1.91E-02,          ,          ,          ,          ,18100000,
 DSO 2     1805,          ,          ,          ,          ,1.51E-01,1.19E-02,4.68E-01,1.35E-02,18108088,
 DSO 1     1811,1.619,-2.778,3.373,3.10E-02,          ,          ,          ,          ,18110000,
 DSO 2     1806,          ,          ,          ,          ,3.49E-01,2.30E-01,8.06E-01,1.35E-02,18118088,
 DSO 1     1812,1.778,-1.98E-01,1.786,2.86E-02,          ,          ,          ,          ,18120000,
 DSO 2     1807,          ,          ,          ,          ,-7.94E-03,3.18E-02,2.10E-01,1.83E-02,18128088,
 DSO 1     1813,2.048,5.95E-01,-1.389,1.67E-02,          ,          ,          ,          ,18130000,
 DSO 2     1808,          ,          ,          ,          ,4.88E-01,1.51E-01,7.86E-01,1.91E-02,18138088,
 DSO 1     1814,1.952,-3.97E-01,1.98E-01,3.33E-02,          ,          ,          ,          ,18140000,
 DSO 2     1809,          ,          ,          ,          ,6.47E-01,4.09E-01,2.90E-01,1.43E-02,18148088,
 DSO 1     1815,1.857,7.94E-01,3.97E-01,2.86E-02,          ,          ,          ,          ,18150000,
 DSO 2     1810,          ,          ,          ,          ,1.91E-01,7.14E-02,2.10E-01,9.92E-03,18158088,
 DSO 1     1816,1.667,-1.98E-01,-2.381,2.86E-02,          ,          ,          ,          ,18160000,
 DSO 2     1811,          ,          ,          ,          ,7.14E-02,2.90E-01,-4.76E-02,2.78E-03,18168088,
 DSO 1     1817,1.667,-3.175,1.984,1.67E-02,          ,          ,          ,          ,18170000,
 DSO 2     1812,          ,          ,          ,          ,2.90E-01,-1.27E-01,7.14E-02,7.14E-03,18178088,
 DSO 1     1818,1.587,-2.579,3.97E-01,3.45E-02,          ,          ,          ,          ,18180000,
 DSO 2     1813,          ,          ,          ,          ,3.29E-01,1.11E-01,5.08E-01,1.47E-02,18188088,
 DSO 1     1819,2.048,-3.571,2.381,3.93E-02,          ,          ,          ,          ,18190000,
 DSO 2     1814,          ,          ,          ,          ,3.89E-01,4.29E-01,5.08E-01,3.97E-03,18198088,
 DSO 1     1820,1.905,0,3.571,2.50E-02,          ,          ,          ,          ,18200000,
 DSO 2     1815,          ,          ,          ,          ,2.50E-01,1.31E-01,3.89E-01,1.27E-02,18208088,
 DSO 1     1821,1.984,7.94E-01,-1.587,3.57E-02,          ,          ,          ,          ,18210000,
 DSO 2     1816,          ,          ,          ,          ,7.14E-02,2.10E-01,3.49E-01,2.26E-02,18218088,
 DSO 1     1822,1.714,-1.984,1.786,2.38E-02,          ,          ,          ,          ,18220000,
 DSO 2     1817,          ,          ,          ,          ,2.10E-01,2.50E-01,4.68E-01,1.79E-02,18228088,
 DSO 1     1823,1.698,-1.98E-01,-7.94E-01,4.41E-02,          ,          ,          ,          ,18230000,
 DSO 2     1818,          ,          ,          ,          ,2.10E-01,-1.27E-01,6.27E-01,1.63E-02,18238088,
 DSO 1     1824,2.048,1.984,-3.97E-01,4.17E-02,          ,          ,          ,          ,18240000,
 DSO 2     1819,          ,          ,          ,          ,7.14E-02,3.89E-01,2.10E-01,8.73E-03,18248088,
 DSO 1     1825,1.381,-1.984,-3.571,3.81E-02,          ,          ,          ,          ,18250000,
 DSO 2     1820,          ,          ,          ,          ,1.91E-01,1.71E-01,2.50E-01,8.73E-03,18258088,
 DSO 1     1826,1.683,-1.19,1.587,3.45E-02,          ,          ,          ,          ,18260000,
 DSO 2     1821,          ,          ,          ,          ,1.51E-01,2.90E-01,3.10E-01,1.19E-02,18268088,
 DSO 1     1827,1.746,-4.96,1.389,2.98E-02,          ,          ,          ,          ,18270000,
 DSO 2     1822,          ,          ,          ,          ,6.07E-01,1.51E-01,4.29E-01,5.16E-03,18278088,
 DSO 1     1828,1.841,1.984,1.587,2.98E-02,          ,          ,          ,          ,18280000,
 DSO 2     1823,          ,          ,          ,          ,3.49E-01,1.11E-01,2.90E-01,1.27E-02,18288088,
 DSO 1     1829,1.651,5.95E-01,-7.94E-01,4.41E-02,          ,          ,          ,          ,18290000,
 DSO 2     1824,          ,          ,          ,          ,3.89E-01,2.10E-01,5.87E-01,8.33E-03,18298088,
 DSO 1     1830,1.952,-7.94E-01,7.94E-01,3.10E-02,          ,          ,          ,          ,18300000,
 DSO 2     1825,          ,          ,          ,          ,4.09E-01,2.30E-01,3.29E-01,1.15E-02,18308088,
 DSO 1     1831,1.81,-1.19,-1.786,3.10E-02,          ,          ,          ,          ,18310000,
 DSO 2     1826,          ,          ,          ,          ,3.29E-01,3.69E-01,4.88E-01,1.15E-02,18318088,
 DSO 1     1832,1.762,5.95E-01,-7.94E-01,4.64E-02,          ,          ,          ,          ,18320000,
 DSO 2     1827,          ,          ,          ,          ,2.90E-01,1.11E-01,-2.06E-01,1.07E-02,18328088,
 DSO 1     1833,1.873,-1.98E-01,-1.389,4.64E-02,          ,          ,          ,          ,18330000,
 DSO 2     1828,          ,          ,          ,          ,1.31E-01,3.89E-01,-1.87E-01,1.39E-02,18338088,
 DSO 1     1834,1.619,-3.571,4.563,4.41E-02,          ,          ,          ,          ,18340000,
 DSO 2     1829,          ,          ,          ,          ,5.16E-02,3.49E-01,5.28E-01,1.07E-02,18348088,
 DSO 1     1835,1.841,-5.357,7.94E-01,2.50E-02,          ,          ,          ,          ,18350000,
 DSO 2     1830,          ,          ,          ,          ,4.29E-01,3.18E-02,3.69E-01,5.16E-03,18358088,
 DSO 1     1836,1.841,-5.95E-01,4.167,3.69E-02,          ,          ,          ,          ,18360000,
 DSO 2     1831,          ,          ,          ,          ,1.31E-01,3.18E-02,3.29E-01,1.39E-02,18368088,
 DSO 1     1837,1.714,-1.19,2.976,2.62E-02,          ,          ,          ,          ,18370000,
 DSO 2     1832,          ,          ,          ,          ,4.09E-01,1.19E-02,4.29E-01,1.83E-02,18378088,
 DSO 1     1838,1.714,-2.778,-1.389,4.29E-02,          ,          ,          ,          ,18380000,
 DSO 2     1833,          ,          ,          ,          ,2.70E-01,4.09E-01,7.46E-01,1.23E-02,18388088,
 DSO 1     1839,1.984,0,-9.92E-01,3.57E-02,          ,          ,          ,          ,18390000,
 DSO 2     1834,          ,          ,          ,          ,1.91E-01,1.31E-01,6.47E-01,2.02E-02,18398088,
 DSO 1     1840,2.079,-1.587,-1.786,2.62E-02,          ,          ,          ,          ,18400000,
 DSO 2     1835,          ,          ,          ,          ,1.51E-01,2.10E-01,2.30E-01,1.15E-02,18408088,
 DSO 1     1841,2.032,-1.587,-2.778,3.81E-02,          ,          ,          ,          ,18410000,
 DSO 2     1836,          ,          ,          ,          ,4.29E-01,1.51E-01,1.19E-02,1.07E-02,18418088,
 DSO 1     1842,1.651,-1.389,7.94E-01,3.21E-02,          ,          ,          ,          ,18420000,
 DSO 2     1837,          ,          ,          ,          ,1.11E-01,2.30E-01,3.69E-01,1.07E-02,18428088,
 DSO 1     1843,1.825,-5.159,1.19,3.33E-02,          ,          ,          ,          ,18430000,
 DSO 2     1838,          ,          ,          ,          ,1.91E-01,4.09E-01,2.90E-01,396.8u   ,18438088,
 DSO 1     1844,1.952,-5.95E-01,3.571,4.41E-02,          ,          ,          ,          ,18440000,
 DSO 2     1839,          ,          ,          ,          ,3.29E-01,2.70E-01,4.48E-01,1.63E-02,18448088,
 DSO 1     1845,1.857,-1.786,1.389,2.74E-02,          ,          ,          ,          ,18450000,
 DSO 2     1840,          ,          ,          ,          ,1.91E-01,2.30E-01,1.31E-01,1.75E-02,18458088,
 DSO 1     1846,1.794,7.94E-01,-9.92E-01,2.14E-02,          ,          ,          ,          ,18460000,
 DSO 2     1841,          ,          ,          ,          ,4.48E-01,1.19E-02,4.68E-01,1.87E-02,18468088,
 DSO 1     1847,1.937,-3.373,-2.183,2.86E-02,          ,          ,          ,          ,18470000,
 DSO 2     1842,          ,          ,          ,          ,1.91E-01,2.90E-01,6.67E-01,1.87E-02,18478088,
 DSO 1     1848,2.048,9.92E-01,1.389,4.17E-02,          ,          ,          ,          ,18480000,
 DSO 2     1843,          ,          ,          ,          ,5.68E-01,2.10E-01,2.90E-01,1.15E-02,18488088,
 DSO 1     1849,2.063,1.389,-4.762,3.93E-02,          ,          ,          ,          ,18490000,
 DSO 2     1844,          ,          ,          ,          ,2.90E-01,2.70E-01,1.51E-01,9.52E-03,18498088,
 DSO 1     1850,1.762,-5.95E-01,3.97E-01,3.21E-02,          ,          ,          ,          ,18500000,
 DSO 2     1845,          ,          ,          ,          ,3.18E-02,1.51E-01,3.29E-01,1.11E-02,18508088,
 DSO 1     1851,1.857,-5.159,1.19,3.45E-02,          ,          ,          ,          ,18510000,
 DSO 2     1846,          ,          ,          ,          ,2.10E-01,2.10E-01,9.13E-02,6.35E-03,18518088,
 DSO 1     1852,1.81,0,-9.92E-01,1.55E-02,          ,          ,          ,          ,18520000,
 DSO 2     1847,          ,          ,          ,          ,4.09E-01,1.91E-01,1.11E-01,9.13E-03,18528088,
 DSO 1     1853,1.81,-1.984,0,2.62E-02,          ,          ,          ,          ,18530000,
 DSO 2     1848,          ,          ,          ,          ,3.49E-01,7.14E-02,4.68E-01,2.06E-02,18538088,
 DSO 1     1854,1.937,-3.571,-2.976,3.10E-02,          ,          ,          ,          ,18540000,
 DSO 2     1849,          ,          ,          ,          ,3.89E-01,3.29E-01,2.50E-01,1.55E-02,18548088,
 DSO 1     1855,1.984,-9.92E-01,-3.373,3.57E-02,          ,          ,          ,          ,18550000,
 DSO 2     1850,          ,          ,          ,          ,3.49E-01,2.50E-01,5.08E-01,2.10E-02,18558088,
 DSO 1     1856,1.905,-1.786,9.92E-01,2.38E-02,          ,          ,          ,          ,18560000,
 DSO 2     1851,          ,          ,          ,          ,3.89E-01,2.50E-01,3.10E-01,1.59E-02,18568088,
 DSO 1     1857,2.048,-5.95E-01,-2.183,3.21E-02,          ,          ,          ,          ,18570000,
 DSO 2     1852,          ,          ,          ,          ,4.68E-01,-2.78E-02,2.30E-01,1.11E-02,18578088,
 DSO 1     1858,1.984,-1.587,-1.98E-01,2.86E-02,          ,          ,          ,          ,18580000,
 DSO 2     1853,          ,          ,          ,          ,3.10E-01,-4.76E-02,2.90E-01,9.13E-03,18588088,
 DSO 1     1859,2.016,-3.175,1.98E-01,3.57E-02,          ,          ,          ,          ,18590000,
 DSO 2     1854,          ,          ,          ,          ,2.10E-01,1.19E-02,3.69E-01,9.52E-03,18598088,
 DSO 1     1860,1.921,-4.762,3.373,1.79E-02,          ,          ,          ,          ,18600000,
 DSO 2     1855,          ,          ,          ,          ,3.89E-01,3.18E-02,7.14E-02,1.11E-02,18608088,
 DSO 1     1861,1.952,0,2.183,2.14E-02,          ,          ,          ,          ,18610000,
 DSO 2     1856,          ,          ,          ,          ,3.29E-01,1.51E-01,3.29E-01,1.91E-02,18618088,
 DSO 1     1862,1.873,9.92E-01,3.571,2.98E-02,          ,          ,          ,          ,18620000,
 DSO 2     1857,          ,          ,          ,          ,2.90E-01,2.30E-01,7.66E-01,1.67E-02,18628088,
 DSO 1     1863,2.127,-3.373,-3.968,3.93E-02,          ,          ,          ,          ,18630000,
 DSO 2     1858,          ,          ,          ,          ,1.31E-01,2.50E-01,3.69E-01,2.06E-02,18638088,
 DSO 1     1864,2.048,-2.976,-1.19,3.45E-02,          ,          ,          ,          ,18640000,
 DSO 2     1859,          ,          ,          ,          ,1.91E-01,2.30E-01,2.10E-01,2.10E-02,18648088,
 DSO 1     1865,1.921,2.183,-1.984,2.86E-02,          ,          ,          ,          ,18650000,
 DSO 2     1860,          ,          ,          ,          ,5.28E-01,4.29E-01,1.11E-01,9.92E-03,18658088,
 DSO 1     1866,2.127,-9.92E-01,-2.579,2.74E-02,          ,          ,          ,          ,18660000,
 DSO 2     1861,          ,          ,          ,          ,2.30E-01,1.11E-01,3.89E-01,7.14E-03,18668088,
 DSO 1     1867,1.968,1.98E-01,0,4.88E-02,          ,          ,          ,          ,18670000,
 DSO 2     1862,          ,          ,          ,          ,3.69E-01,5.16E-02,5.48E-01,1.11E-02,18678088,
 DSO 1     1868,1.921,-4.563,9.92E-01,2.02E-02,          ,          ,          ,          ,18680000,
 DSO 2     1863,          ,          ,          ,          ,4.48E-01,3.89E-01,1.11E-01,2.22E-02,18688088,
 DSO 1     1869,2.206,-3.97E-01,9.92E-01,3.33E-02,          ,          ,          ,          ,18690000,
 DSO 2     1864,          ,          ,          ,          ,5.48E-01,-4.76E-02,3.10E-01,1.59E-02,18698088,
 DSO 1     1870,2.302,-2.778,1.98E-01,1.91E-02,          ,          ,          ,          ,18700000,
 DSO 2     1865,          ,          ,          ,          ,1.11E-01,1.19E-02,5.68E-01,1.75E-02,18708088,
 DSO 1     1871,1.984,-1.786,3.97E-01,2.50E-02,          ,          ,          ,          ,18710000,
 DSO 2     1866,          ,          ,          ,          ,3.29E-01,1.11E-01,5.28E-01,1.27E-02,18718088,
